created_at,hashtags,text,BLM
2015-06-30,PHI,WE WILL STAND SHOULDER TO SHOULDER IN OUR FIGHT AGAINST RACIAL INTOLERANCE - ALL LIVES MATTER #PHI BETA SIGMA,positive
2015-06-30,WhoIsBurningBlackChurches BlackLivesMatter TakeItDown FreeBree,#WhoIsBurningBlackChurches We will be heard! And this will stop! #BlackLivesMatter #TakeItDown #FreeBree,positive
2015-06-30,BlackLivesMatter BlackHistoryMatters StayWoke,Angela Y. Davis     #BlackLivesMatter #BlackHistoryMatters #StayWoke,positive
2015-06-30,BlackLivesMatter,Horrifyingly sad and tragic 😪 May he finally rest in peace #BlackLivesMatter,positive
2015-06-30,DavidSweat BlueLivesMatter,Some might question why the trooper shot #DavidSweat in the back. Here's the simple explanation. #BlueLivesMatter,negative
2015-07-01,stayawake BlackLivesMatter,Yes! And the overwhelming silence of the mainstream media is unacceptable. #stayawake #BlackLivesMatter,positive
2015-07-01,BlackLivesMatter,Mt. Zion AME Church Burned... SC We Going Crazy... Its Praying Time.. #BlackLivesMatter,positive
2015-07-01,chipotle BlackLivesMatter BlackChurchesBurning,All I want is racial justice and equality and #chipotle. That would make me really love America. #BlackLivesMatter #BlackChurchesBurning,positive
2015-07-01,BlackLivesMatter,#BlackLivesMatter I Am Somebody Merch| Proudly From Enid Oklahoma T Shirt,positive
2015-07-01,BlackLivesMatter WhoIsBurningBlackChurches,Don't Hesitate To Vent. Don't Hesitate To Stand Up. Don't Hesitate To Keep This Hashtag Alive. #BlackLivesMatter #WhoIsBurningBlackChurches,positive
2015-07-01,,"When We Fully Claim Black Lives Matter, We Move Closer to All Lives Matter  ",positive
2015-07-01,blackchurch BlackLivesMatter,7th black church fire since Charleston #blackchurch #BlackLivesMatter,positive
2015-07-01,BlackLivesMatter BlackWomenMatter BrownLivesMatter,#BlackLivesMatter+#BlackWomenMatter+#BrownLivesMatter as long as they don't get in the way of the presidential race?,positive
2015-07-01,smh BlackLivesMatter,Investigations are look to see if the string of fires are connected. #smh #BlackLivesMatter,positive
2015-07-01,Spirituality BlackLivesMatter,How #Spirituality Is Helping The Leaders of the #BlackLivesMatter Movement:,positive
2015-07-01,Blacklivesmatter HUMANLivesMatter,Hey #Blacklivesmatter…This just in…#HUMANLivesMatter… SMH…,negative
2015-07-01,LoveWins BlackLivesMatter,"""B****** can support #LoveWins but not #BlackLivesMatter""

*She has donated ""tens of thousands"" AND had contact with the victims' families",positive
2015-07-01,BlackLivesMatter,Why aren't any Company's standing up for #BlackLivesMatter?! We spend Billions of dollars with corporations each year but still no Support,positive
2015-07-01,BlackLivesMatter,"#BlackLivesMatter : ""Oakland’s history and continuing legacy of resistance and fighting for social change is...  ",positive
2015-07-01,CHARLESTONSHOOTING BlackLivesMatter,"THE NAMES OF ALL EIGHT BLACK CHURCHES BURNED SINCE #CHARLESTONSHOOTING 

w links

      #BlackLivesMatter",positive
2015-07-02,BlackLivesMatter RacismIsntDead,Rebuild the Churches Fund. I donated. Will you?   #BlackLivesMatter  #RacismIsntDead,positive
2015-07-02,AllLivesMatter,No that's not true. It means they can think for themselves. Not slaves to skin color. #AllLivesMatter.,negative
2015-07-02,NoMoWar BlackLivesMatter,"#NoMoWar It's Time for the Black Rights Movement to Finally Embrace Gay Rights: Of course, I...   #BlackLivesMatter",positive
2015-07-02,blacklivesmatter,"Fu** you mean #blacklivesmatter 
Don't mean your sh** don't stank kuz you trying to cover up and hide…  ",positive
2015-07-02,BlackLivesMatter BlackChurchesBurning,"""2,000 black churches burned between 1995-2005, &amp; no one talks about it"" #BlackLivesMatter #BlackChurchesBurning  ",positive
2015-07-02,BlackLivesMatter,"When will MEDIA in SA realise that Black people also don't like to see graphic violent visuals     
#BlackLivesMatter",positive
2015-07-02,LoveWins BlackLivesMatter,"Opinion: If #LoveWins, why are brands silent on #BlackLivesMatter?   via  ",positive
2015-07-02,LoveWins BlackLivesMatter,"Interesting debate RT   If #LoveWins, why have you been so quiet on #BlackLivesMatter?    ",positive
2015-07-02,NoMoWar BlackLivesMatter,#NoMoWar Black lives matter: ... Liveleakers |; Must See |; Ukraine |; Syria |; Entertainmen...   #BlackLivesMatter,positive
2015-07-02,BlackLivesMatter,Jeb Bush's #BlackLivesMatter attack and the history of racial code words in politics: He doesn't have to say '...,positive
2015-07-02,BlackLivesMatter,"Angela Davis told us we must demand what we actually want, not ask for what we believe might be offered. #BlackLivesMatter",positive
2015-07-03,BlackLivesMatter,"Take away the outside, and you'll see that we all look the same way on the inside. There's nothing more to it. #BlackLivesMatter",positive
2015-07-03,BlackLivesMatter,"""All lives matter,"" as an attempt at a snide retort, to #BlackLivesMatter, often translates to, ""Black death doesn’t deserve attention.""",positive
2015-07-03,blacklivesmatter neara15,"Thoughts turn to you again,  , as a #blacklivesmatter story is told by an impassioned and empowered teacher at the #neara15",positive
2015-07-04,BlackLivesMatter,I'm the type to show up to a party in a #BlackLivesMatter shirt 😂,positive
2015-07-04,MERICA BlackLivesMatter lovewins,Happy Fourth of July to everyone on my TL #MERICA #BlackLivesMatter #lovewins 🎉🎉🎉🇺🇸🇺🇸🇺🇸,positive
2015-07-04,FrederickDouglass TheMeaningofJulyFourthfortheNegro blacklivesmatter America wearewatching,#FrederickDouglass is watching. #TheMeaningofJulyFourthfortheNegro #blacklivesmatter #America #wearewatching...,positive
2015-07-04,BlackLivesMatter,"Today, 11:30am, meet @ the corner of N. 30th &amp; McCarver by The Spar for a #BlackLivesMatter demonstration!",positive
2015-07-04,HonkforUSA BluelivesMatter,Mt   NJ Boy #HonkforUSA sign draws impromptu parade frm police-fire-ambulances   #BluelivesMatter,neither
2015-07-04,BlackLivesMatter BlackChurchesBurning KnowYourHistory WhiteTerrorism Hypocrisy,Why isn't this obvious #BlackLivesMatter #BlackChurchesBurning #KnowYourHistory #WhiteTerrorism #Hypocrisy,positive
2015-07-04,AllLivesMatter BlackLivesMatter truth,"If 
#AllLivesMatter, 
#BlackLivesMatter .

Not just the ones that run and jump with a ball, sing a tune, 
OR, are ""so well spoken"".

#truth👊",positive
2015-07-05,,"I wrote a piece ""Why It's Okay To Say 'All Lives Matter'"" the other day for   ! here it is!! :)  ",negative
2015-07-05,cdnpoli FreePalestine BlackLivesMatter IOF wr,"#cdnpoli #FreePalestine #BlackLivesMatter Noticed at the staged racism rally in UK yesterday, that #IOF goons waving confederate Flag #wr",positive
2015-07-05,AllLivesMatter,Where's Outrage? Protest? Rally? Chicago 7 Yr Old Amari Brown 1of7 Killed During 4th of July Weekend   #AllLivesMatter,negative
2015-07-05,BlackLivesMatter,"  I'm guessing the planned marches for #BlackLivesMatter will make a difference in Chicago..,,oh wait...",negative
2015-07-05,BlackLivesMatter,Popular music as we know it was created by African-Americans. #BlackLivesMatter,positive
2015-07-05,BlackLivesMatter ESSENCE2015,I knew   would make me cry at one point during this performance. #BlackLivesMatter #ESSENCE2015,positive
2015-07-05,SFPD PRIDE BlackLivesMatter LGBT,""" : #SFPD Make Arrest in #PRIDE Shooting
   
.when #BlackLivesMatter  shoots #LGBT",negative
2015-07-06,BlackLivesMatter BlackTwitter,Reserve is a good thing before you start spouting off!     #BlackLivesMatter #BlackTwitter,negative
2015-07-06,BlackLivesMatter,"    Bernie didn't say #BlackLivesMatter in 15 or went to Beijing in 95. Bernie is just a voter, not a leader",positive
2015-07-06,BlackLivesMatter BLCK,Power of Black Twitter via  . Fort Lauderdale news on #BlackLivesMatter issues at #BLCK: Power of…,positive
2015-07-06,BlackLivesMatter,EPIC! Judge SLAMS Lawyer Who Tries to Use #BlackLivesMatter Defense for His Client's Crime! - Headline Politics,negative
2015-07-07,AllLivesMatter,Challenges America to demand bipartisan Political Answers. Its still the economy. #AllLivesMatter,neither
2015-07-07,Zimbabwe BlackLivesMatter MuslimLivesMatter,"""Very Interesting 
#Zimbabwe has One Hundred Trillion Dollar Note.   #BlackLivesMatter #MuslimLivesMatter",positive
2015-07-07,BlackLivesMatter SavageLxrds,I missed takeover but #BlackLivesMatter if you dont like go fuck ya self #SavageLxrds,positive
2015-07-07,BlackLivesMatter BlackBusiness blacktwitter,"East Africa Restaurant
Montr al, QC H4A 1X7
  
 #BlackLivesMatter #BlackBusiness #blacktwitter  ",positive
2015-07-07,BlackLivesMatter,theyre selective of which #BlackLivesMatter as 2 which they can exploit,negative
2015-07-07,BlackLivesMatter,The People of Palestine Have a Message for #BlackLivesMatter Protesters in the U.S. by     via,positive
2015-07-07,BlackLivesMatter,Slavery to Mass Incarceration   #BlackLivesMatter,positive
2015-07-07,BlackLivesMatter SavageLxrds,Black bros and siss need to start caring about their edu. and stop care about the way they look in the mirror #BlackLivesMatter #SavageLxrds,positive
2015-07-07,AllLivesMatter,Now imagine if this was white people beating up a black man.... everyone would lose their mind. #AllLivesMatter,negative
2015-07-08,Bernie2016 FeelTheBern BlackLivesMatter,IT IS TIME:  : 'We have got to apologize for slavery'   #Bernie2016 #FeelTheBern #BlackLivesMatter,positive
2015-07-08,BlackQueens BlackKings BlackHistory BlackLove BlackExcellence BlackLivesMatter,"Aww man...󾌦

#BlackQueens󾓑 #BlackKings󾓑 #BlackHistory󾆦 #BlackLove󾠣 #BlackExcellence󾭻 #BlackLivesMatter󾌽...  ",positive
2015-07-08,blacklivesmatter,this bill Cosby &amp; tyga shit is a distraction of the fact that arizona tea is now 1.29 instead of 99 cents #blacklivesmatter,negative
2015-07-08,BlackLivesMatter BodyPositive Heforshe genderequality,at 13 stands against any type of ignorance she will fight for #BlackLivesMatter #BodyPositive #Heforshe #genderequality &amp; more,positive
2015-07-08,BlackLivesMatter BlackBusiness blacktwitter,"Indian Ocean Restaurant
Portland, OR 97206
  
 #BlackLivesMatter #BlackBusiness #blacktwitter",positive
2015-07-08,KillTheMessenger BlackLivesMatter Renner,#KillTheMessenger nom'd for best pic at the #BlackLivesMatter Whistle Blower Summit for Civil &amp; Human Rights   #Renner,positive
2015-07-08,WhitePrivilege blacklivesmatter,How to Use #WhitePrivilege to Combat Injustice | Infusing Reality With Hope   #blacklivesmatter,positive
2015-07-09,blacklivesmatter,--- appropriate amount of time spent on flag debate / Trump?  #blacklivesmatter,neither
2015-07-09,BlackLivesMatter,July-August issue of News &amp; Letters online   Lead: Refugees; Editorial: #BlackLivesMatter; Yemen in-person; Archives...,positive
2015-07-09,BlackLivesMatter,"  Words cannot express how much you've done for Our  PpL &amp; the #BlackLivesMatter cause! THX for your kindness, and patience. Rest",positive
2015-07-09,poetry race class gender climate blacklivesmatter,"Read #poetry on #race #class, #gender, and #climate by Christopher D. Sims at   #blacklivesmatter  ",positive
2015-07-10,nrlc2015,"""All lives matter!"" Bishop Cheri kicks off the Festival of Life Taste of Louisiana at #nrlc2015  ",neither
2015-07-10,blacklivesmatter,I didn't see in that article he was a #blacklivesmatter supporter.,positive
2015-07-10,Chicago BlackLivesMatter,#Chicago #BlackLivesMatter DOES IT? This should be ground zero.,negative
2015-07-10,BlackLivesMatter,"If U Support The #BlackLivesMatter 
Movement Please Donate 2 Any 
Activist Account. To Survive They Need
 ",positive
2015-07-10,racist EndRacism BlackLivesMatter,The world can't believe how violent &amp; #racist the USA is... ~~&gt;&gt;   #EndRacism #BlackLivesMatter,positive
2015-07-10,NoMoWar BlackLivesMatter,#NoMoWar Confederate Battle Doesn't End in South Carolina as Petitions Spread Across Country...   #BlackLivesMatter,positive
2015-07-10,BlackLivesMatter BlackBusiness blacktwitter,"Buffalo Without Borders
Buffalo, NY 14202
  
 #BlackLivesMatter #BlackBusiness #blacktwitter  ",positive
2015-07-10,blacklivesmatter,Pls sign &amp; RT:Churches are burning - bring back the Church Arson Task Force! #blacklivesmatter,positive
2015-07-10,art BlackLivesMatter BlackTwitter,"12yr old paints ""✋👆🚫🔫  meet her, buy and support her #art
 
#BlackLivesMatter #BlackTwitter  ",positive
2015-07-10,BlackLivesMatter,I feel like I'm not valued #BlackLivesMatter,positive
2015-07-10,ConfederateFlag BlackLivesMatter,Black Power = White Tears. South Carolina. #ConfederateFlag #BlackLivesMatter,positive
2015-07-11,USA BlackLivesMatter,Philadelphia police investigate violent arrest after video of beating emerges   #USA #BlackLivesMatter,positive
2015-07-11,BlackLivesMatter,ANOTHER Unarmed Black Man Allegedly Strangled To Death By White Cop   #BlackLivesMatter,positive
2015-07-11,BlackLivesMatter,and I'm sick and tired of that arguement. because when someone is saying #BlackLivesMatter it's LITERALLY SAYING BLACK LIVES MATTER TOO.,positive
2015-07-12,BlackLivesMatter BlackBusiness blacktwitter,"Pittsburgh Asian Market
Pittsburgh, PA 15201
  
 #BlackLivesMatter #BlackBusiness #blacktwitter",positive
2015-07-12,BlackLivesMatter CheckYourPrivilege,#BlackLivesMatter does not suggest Black supremacy. #CheckYourPrivilege,positive
2015-07-12,BlackLivesMatter GodSpeed,"We Say #BlackLivesMatter, We Forgot To Tell Ourselves #GodSpeed",positive
2015-07-12,,"    -all lives matter 2 a room full of surviving family/friends of murder victims of ALL races, ages, etc.?-Have a-cont",negative
2015-07-13,BlackLivesMatter,This is important. #BlackLivesMatter,positive
2015-07-13,blacklivesmatter,The state of TN upheld its tradition of celebrating a terrorist today... #blacklivesmatter,positive
2015-07-13,BlackLivesMatter,Africa: Six Lessons #BlackLivesMatter Can Learn From Cabral,positive
2015-07-13,blacklivesmatter,“Intersectional politics...is the lifeline...for our collective liberation”   on #blacklivesmatter,positive
2015-07-13,BlackLivesMatter,"Eric Garner Case Is Settled by New York City for $5.9 Million  
#BlackLivesMatter",positive
2015-07-13,BlackLivesMatter AllLivesMatter,"What makes Americans so uncomfortable with #BlackLivesMatter , it is obviously evident that #AllLivesMatter , why demean the other problem?",positive
2015-07-13,drugcourtgraduation AllLivesMatter perseverence faith drugcourtworks dailyencouragement,Today is what this job is all about. #drugcourtgraduation #AllLivesMatter #perseverence #faith #drugcourtworks #dailyencouragement,negative
2015-07-13,BlackLivesMatter,What I Meant When I Said That #BlackLivesMatter by  :,positive
2015-07-13,BlackLivesMatter,can you clarify which group is being made to look evil? #BlackLivesMatter  highlights current effects of discrimation...,positive
2015-07-14,BlackLivesMatter,#BlackLivesMatter people only cry because they are actually hurt and are being murdered. That's real. Fuck the dumb shit.,positive
2015-07-14,futurebaby Rbg Blackchildren Melanin blackgirls Blacklivesmatter,I want a daughter now 😍😍😍 #futurebaby #Rbg #Blackchildren #Melanin #blackgirls #Blacklivesmatter…,positive
2015-07-14,BlackLivesMatter BlackBusiness blacktwitter,"A Dependable Notary
Aurora, Colorado 80012
  
 #BlackLivesMatter #BlackBusiness #blacktwitter  ",positive
